// HSK 3.0/Level 7-9
丢弃	diu1qi4	1 to discard 2 to abandon
丢人	diu1ren2	to lose face
丢失	diu1shi1	to lose; to misplace
东奔西走	dong1ben1xi1zou3	1 to run this way and that (idiom); to rush about busily 2 to bustle about 3 to hopscotch 4 also 东跑西颠dōngpǎoxīdiān [东跑西颠]
东道主	dong1dao4zhu3	1 host 2 official host (e.g. venue for games or a conference)
东张西望	dong1zhang1xi1wang4	1 to look in all directions (idiom) 2 to glance around
董事	dong3shi4	board member
董事会	dong3shi4hui4	board of directors
董事长	dong3shi4zhang3	chairman of the board of directors
懂事	dong3shi4	1 to grow beyond the naivete of childhood; to be aware of what is going on in the world 2 (esp. of a child) sensible; thoughtful; intelligent
动不动	dong4bu5dong4	1 (typically followed by 就jiù [就]) apt to (lose one's temper, catch a cold etc) 2 at the drop of a hat
动荡	dong4dang4	1 unrest (social or political) 2 turmoil 3 upheaval 4 commotion
动感	dong4gan3	1 sense of movement (often in a static work of art) 2 dynamic 3 vivid 4 lifelike
动工	dong4gong1	to start (a building project)
动静	dong4jing4	1 (detectable) movement; (sign of) activity 2 movement and stillness
动脉	dong4mai4	artery
动身	dong4shen1	1 to go on a journey 2 to leave
动弹	dong4tan5	to budge
动听	dong4ting1	pleasant to listen to
动向	dong4xiang4	trend; tendency
动用	dong4yong4	1 to utilize 2 to put sth to use
冻结	dong4jie2	1 to freeze (water etc) 2 (fig.) to freeze (assets, prices etc)
栋	dong4	1 classifier for houses or buildings 2 ridgepole (old)
栋梁	dong4liang2	1 ridgepole 2 ridgepole and beams 3 person able to bear heavy responsibility 4 mainstay (of organization) 5 pillar (of state)
兜	dou1	1 pocket 2 bag 3 to wrap up or hold in a bag 4 to move in a circle 5 to canvas or solicit 6 to take responsibility for 7 to disclose in detail 8 combat armor (old)
兜儿	dou1r5	1 pocket 2 bag 3 to wrap up or hold in a bag 4 to move in a circle 5 to canvas or solicit 6 to take responsibility for 7 to disclose in detail 8 combat armor (old)
兜售	dou1shou4	to hawk; to peddle
抖	dou3	1 to tremble 2 to shake out 3 to reveal 4 to make it in the world
陡	dou3	1 steep 2 precipitous 3 abrubtly 4 suddenly 5 unexpectedly
斗	dou4	1 to fight 2 to struggle 3 to condemn 4 to censure 5 to contend 6 to put together 7 coming together
斗志	dou4zhi4	1 will to fight 2 fighting spirit
豆浆	dou4jiang1	soy milk
豆子	dou4zi5	1 bean 2 pea M: 颗kē [颗]
逗	dou4	1 to tease (playfully); to entice 2 (coll.) to joke 3 (coll.) funny; amusing 4 to stay; to sojourn 5 brief pause at the end of a phrase (variant of 读dòu [读])
都会	du1hui4	1 city 2 metropolis
督促	du1cu4	1 to supervise and urge completion of a task 2 to urge on
独	du2	1 alone 2 independent 3 single 4 sole 5 only
独唱	du2chang4	1 (in singing) solo 2 to solo
独家	du2jia1	exclusive
独立自主	du2li4zi4zhu3	1 independent and autonomous (idiom); self-determination 2 to act independently 3 to maintain control over one's own affairs
独身	du2shen1	1 unmarried; single 2 alone
独一无二	du2yi1wu2er4	(idiom) unique; unmatched; unrivalled
堵塞	du3se4	1 to clog up 2 blockage
杜绝	du4jue2	to put an end to
妒忌	du4ji4	1 to be jealous of (sb's achievements etc) 2 to be envious 3 envy
度	du4	1 to pass 2 to spend (time) 3 measure 4 limit 5 extent 6 degree of intensity 7 degree (angles, temperature etc) 8 kilowatt-hour 9 classifier for events and occurrences
度假	du4jia4	1 to go on holidays 2 to spend one's vacation
渡过	du4guo4	1 to cross over 2 to pass through
端正	duan1zheng4	1 upright 2 regular 3 proper 4 correct
短缺	duan3que1	shortage
短暂	duan3zan4	of short duration; brief; momentary
段落	duan4luo4	1 phase 2 time interval 3 paragraph 4 (written) passage
断定	duan4ding4	1 to conclude 2 to determine 3 to come to a judgment
断断续续	duan4duan4xu4xu4	1 intermittent 2 off and on 3 discontinuous 4 stop-go 5 stammering 6 disjointed 7 inarticulate
断裂	duan4lie4	1 fracture 2 rupture 3 to break apart
堆砌	dui1qi4	1 lit. to pile up (bricks) 2 to pack 3 fig. to pad out (writing with fancy phrases) 4 ornate rhetoric
队形	dui4xing2	formation
对白	dui4bai2	dialogue (in a movie or a play)
对策	dui4ce4	countermeasure for dealing with a situation
对称	dui4chen4	1 symmetry 2 symmetrical
对得起	dui4de5qi3	1 not to let sb down 2 to treat sb fairly 3 be worthy of
对联	dui4lian2	1 rhyming couplet 2 pair of lines of verse written vertically down the sides of a doorway M: 副fù [副] / 幅fú [幅]
对弈	dui4yi4	to play go, chess etc
对照	dui4zhao4	1 to contrast 2 to compare 3 to place side by side for comparison (as parallel texts) 4 to check
对峙	dui4zhi4	1 (of mountains etc) to stand facing each other 2 (fig.) to confront each other
对准	dui4zhun3	1 to aim at 2 to target 3 to point at 4 to be directed at 5 registration 6 alignment (mechanical engineering)
兑换	dui4huan4	1 to convert 2 to exchange
兑现	dui4xian4	1 (of a check etc) to cash 2 to honor a commitment
敦促	dun1cu4	1 to press 2 to urge 3 to hasten
敦厚	dun1hou4	1 genuine 2 honest and sincere
炖	dun4	to stew
顿时	dun4shi2	immediately; suddenly
多边	duo1bian1	multilateral
多功能	duo1gong1neng2	1 multifunctional 2 multifunction
多亏	duo1kui1	1 thanks to 2 luckily
多劳多得	duo1lao2duo1de2	work more and get more
多年来	duo1nian2lai2	for the past many years
多心	duo1xin1	1 oversensitive 2 suspicious
多余	duo1yu2	1 superfluous 2 unnecessary 3 surplus
多元	duo1yuan2	1 poly- 2 multi- 3 multielement 4 multivariant 5 multivariate (math.)
哆嗦	duo1suo5	to tremble; to shiver
夺冠	duo2guan4	1 to seize the crown 2 fig. to win a championship 3 to win gold medal
夺魁	duo2kui2	1 to seize 2 to win
躲避	duo3bi4	1 to hide 2 to evade 3 to dodge 4 to take shelter 5 to avoid (difficulties)
躲藏	duo3cang2	1 to conceal oneself 2 to go into hiding 3 to take cover
舵手	duo4shou3	helmsman
堕落	duo4luo4	1 to degrade 2 to degenerate 3 to become depraved 4 corrupt 5 a fall from grace
讹诈	e2zha4	1 to extort under false pretenses 2 to blackmail 3 to bluff 4 to defraud
俄语	E2yu3	Russian (language)
鹅	e2	goose M: 只zhī [只]
额外	e2wai4	1 extra 2 added 3 additional
厄运	e4yun4	1 bad luck 2 misfortune 3 adversity
恶	e4	1 evil 2 fierce 3 vicious 4 ugly 5 coarse 6 to harm
恶化	e4hua4	to worsen
恶劣	e4lie4	1 vile 2 nasty 3 of very poor quality
恶性	e4xing4	1 malignant 2 wicked 3 vicious (circle) 4 producing evil 5 rapid (decline) 6 runaway (inflation)
恶意	e4yi4	1 malice 2 evil intention
遏制	e4zhi4	1 to check 2 to contain 3 to hold back 4 to keep within limits 5 to constrain 6 to restrain
鳄鱼	e4yu2	alligator; crocodile (CL:条tiáo [条])
恩赐	en1ci4	to bestow (favors, charity etc)
恩惠	en1hui4	1 favor 2 grace
恩情	en1qing2	1 kindness 2 affection 3 grace 4 favor
恩怨	en1yuan4	1 gratitude and grudges 2 resentment 3 grudges 4 grievances
而已	er2yi3	1 that's all 2 nothing more
耳光	er3guang1	a slap on the face M: 记jì [记]
耳目一新	er3mu4yi1xin1	1 a pleasant change 2 a breath of fresh air 3 refreshing
耳熟能详	er3shu2neng2xiang2	what's frequently heard can be repeated in detail (idiom)
耳闻目睹	er3wen2mu4du3	to witness personally
二手车	er4shou3che1	second-hand car
二氧化碳	er4yang3hua4tan4	carbon dioxide CO2
发布会	fa1bu4hui4	1 news conference 2 briefing
发财	fa1cai2	to get rich
发愁	fa1chou2	1 to worry 2 to fret 3 to be anxious 4 to become sad
发电机	fa1dian4ji1	1 electricity generator 2 dynamo
发抖	fa1dou3	1 to tremble 2 to shake 3 to shiver
发愤图强	fa1fen4tu2qiang2	to be strongly determined to succeed (idiom)
发光	fa1guang1	to emit light; to shine; to glow; to glisten; to be luminous
发火	fa1huo3	1 to catch fire 2 to ignite 3 to detonate 4 to get angry
发酵	fa1jiao4	1 to ferment 2 (fig.) (of trends, emotions or repercussions etc) to bubble away; to simmer; to develop
发掘	fa1jue2	1 to excavate 2 to explore 3 (fig.) to unearth 4 to tap into
发愣	fa1leng4	to stare blankly; to be in a daze
发脾气	fa1pi2qi4	to lose one's temper; to fly into a rage; to throw a tantrum
发起人	fa1qi3ren2	1 proposer 2 initiator 3 founding member
发热	fa1re4	1 to have a high temperature 2 feverish 3 unable to think calmly 4 to emit heat
发誓	fa1shi4	1 to vow 2 to pledge 3 to swear
发泄	fa1xie4	to give vent to (one's feelings)
发扬	fa1yang2	1 to develop 2 to make full use of
发扬光大	fa1yang2guang1da4	1 to develop and promote 2 to carry forward 3 to bring to great height of development
发育	fa1yu4	1 to develop 2 to mature 3 growth 4 development 5 (sexually) mature
发源地	fa1yuan2di4	1 place of origin 2 birthplace 3 source
发作	fa1zuo4	to flare up; to break out
阀门	fa2men2	valve (mechanical)
发型	fa4xing2	hairstyle; coiffure; hairdo
帆	fan1	1 sail 2 Taiwan pr. [fán], except 帆布fānbù [帆布] canvas
帆船	fan1chuan2	sailboat
翻番	fan1fan1	1 to double 2 to increase by a certain number of times
翻来覆去	fan1lai2fu4qu4	1 to toss and turn (sleeplessly) 2 again and again
翻天覆地	fan1tian1fu4di4	1 sky and the earth turning upside down (idiom); fig. complete confusion 2 everything turned on its head
凡	fan2	1 ordinary 2 commonplace 3 mundane 4 temporal 5 of the material world (as opposed to supernatural or immortal levels) 6 every 7 all 8 whatever 9 altogether 10 gist 11 outline 12 note of Chinese musical scale
烦闷	fan2men4	moody; gloomy
烦恼	fan2nao3	1 to be worried 2 to be distressed 3 worries
烦躁	fan2zao4	1 jittery 2 twitchy 3 fidgety
繁华	fan2hua2	1 flourishing 2 bustling
繁忙	fan2mang2	1 busy 2 bustling
繁体字	fan2ti3zi4	traditional Chinese character
繁重	fan2zhong4	1 heavy 2 burdensome 3 heavy-duty 4 arduous 5 onerous
反驳	fan3bo2	1 to retort 2 to refute
反差	fan3cha1	contrast; discrepancy
反常	fan3chang2	1 unusual 2 abnormal
反倒	fan3dao4	(coll.) but on the contrary; but instead
反感	fan3gan3	1 to be disgusted with 2 to dislike 3 bad reaction 4 antipathy
反过来	fan3guo5lai2	1 conversely 2 in reverse order 3 in an opposite direction
反击	fan3ji1	to strike back; to beat back; to counterattack
反馈	fan3kui4	1 to send back information 2 feedback
反面	fan3mian4	1 reverse side 2 backside 3 the other side (of a problem etc) 4 negative 5 bad
反思	fan3si1	1 to think back over sth 2 to review 3 to revisit 4 to rethink 5 reflection 6 reassessment
反弹	fan3tan2	1 to bounce 2 to bounce back 3 to boomerang 4 to ricochet 5 rebound (of stock market etc) 6 bounce 7 backlash 8 negative repercussions
反省	fan3xing3	1 to reflect upon oneself 2 to examine one's conscience 3 to question oneself 4 to search one's soul
返还	fan3huan2	1 restitution 2 return of something to its original owner 3 remittance
犯愁	fan4chou2	1 to worry 2 to be anxious
饭碗	fan4wan3	1 rice bowl 2 fig. livelihood 3 job 4 way of making a living
泛滥	fan4lan4	1 to overflow; to inundate; to flood 2 (fig.) to proliferate unchecked
范畴	fan4chou2	category
贩卖	fan4mai4	1 to sell 2 to peddle 3 to traffic
方方面面	fang1fang1mian4mian4	1 all sides; all aspects 2 multifaceted
方向盘	fang1xiang4pan2	steering wheel
方言	fang1yan2	1 topolect 2 dialect
防盗	fang2dao4	1 to guard against theft 2 anti-theft
防盗门	fang2dao4men2	security door
防护	fang2hu4	1 to defend 2 to protect
防火墙	fang2huo3qiang2	firewall
防卫	fang2wei4	1 to defend 2 defensive 3 defense
防汛	fang2xun4	1 flood control 2 anti-flood (precautions)
防疫	fang2yi4	to prevent epidemics
防御	fang2yu4	1 defense 2 to defend
妨碍	fang2ai4	1 to hinder 2 to obstruct
妨害	fang2hai4	1 to jeopardize 2 to be harmful to 3 to undermine
房地产	fang2di4chan3	real estate
仿	fang3	1 used in 仿佛fǎngfú [仿佛] 2 (Note: While 仿 is not officially designated as the simplified form of 彷, it serves as the de facto simplification when 彷 is pronounced fǎng.)
仿制	fang3zhi4	1 to copy 2 to imitate 3 to make by imitating a model
访谈	fang3tan2	1 to visit and discuss 2 to interview
纺织	fang3zhi1	spinning and weaving
放过	fang4guo4	1 to let off 2 to let slip by 3 to let sb get away with sth
放水	fang4shui3	1 to turn on the water 2 to let water out 3 (sports) to throw a game
放肆	fang4si4	1 wanton 2 unbridled 3 presumptuous 4 impudent
放映	fang4ying4	1 to show (a movie) 2 to screen
放置	fang4zhi4	to put
放纵	fang4zong4	1 to indulge 2 to pamper 3 to connive at 4 permissive 5 indulgent 6 self-indulgent 7 unrestrained 8 undisciplined 9 uncultured 10 boorish
飞速	fei1su4	1 swift 2 rapidly
飞往	fei1 wang3
飞翔	fei1xiang2	1 to circle in the air 2 to soar
飞跃	fei1yue4	to leap
非	fei1	1 to not be; not 2 wrong; incorrect 3 non-; un-; in-; de- 4 to reproach; to blame 5 (coll.) to insist on; simply must
非得	fei1dei3	(followed by a verb phrase, then – optionally – 不可, or 不行 etc) must
非法	fei1fa3	illegal
非凡	fei1fan2	1 out of the ordinary 2 unusually (good, talented etc)
绯闻	fei1wen2	rumor or gossip about sex scandals
肥料	fei2liao4	1 fertilizer 2 manure
肥胖	fei2pang4	fat; obese
肥沃	fei2wo4	fertile
肥皂	fei2zao4	soap M: 块kuài [块] / 条tiáo [条]
诽谤	fei3bang4	1 to slander 2 to libel
废	fei4	1 variant of 废fèi [废] 2 disabled
废除	fei4chu2	1 to abolish 2 to abrogate 3 to repeal
废话	fei4hua4	1 nonsense; rubbish; superfluous words 2 You don't say!; No kidding! (gently sarcastic)
废品	fei4pin3	1 production rejects 2 seconds 3 scrap 4 discarded material
废寝忘食	fei4qin3wang4shi2	(idiom) to skip one's sleep and meals; to be completely wrapped up in one's work
废物	fei4wu4	1 rubbish; waste material 2 useless person
废墟	fei4xu1	ruins
沸沸扬扬	fei4fei4yang2yang2	1 bubbling and gurgling 2 hubbubing 3 abuzz
沸腾	fei4teng2	1 (of a liquid) to boil 2 (of sentiments etc) to boil over 3 to flare up 4 to be impassioned
费劲	fei4jin4	1 to require effort 2 strenuous
分辨	fen1bian4	1 to distinguish; to differentiate 2 to resolve
分寸	fen1cun5	1 propriety 2 appropriate behavior 3 proper speech or action 4 within the norms
分担	fen1dan1	to share (a burden, a cost, a responsibility)
分割	fen1ge1	1 to cut up 2 to break up
分红	fen1hong2	1 dividend 2 to award a bonus
分化	fen1hua4	1 to split apart 2 differentiation
分泌	fen1mi4	1 to secrete 2 secretion
分明	fen1ming2	1 clear 2 distinct 3 evidently 4 clearly
分歧	fen1qi2	1 divergent 2 difference (of opinion, position); disagreement 3 (math.) bifurcation
分赃	fen1zang1	to share the booty; to divide ill-gotten gains
分支	fen1zhi1	1 branch (of company, river etc) 2 to branch 3 to diverge 4 to ramify 5 to subdivide
芬芳	fen1fang1	1 perfume 2 fragrant
吩咐	fen1fu5	to tell; to instruct; to command
氛围	fen1wei2	ambience; atmosphere
坟	fen2	1 grave 2 tomb M: 座zuò [座] 3 embankment 4 mound 5 ancient book
坟墓	fen2mu4	1 grave 2 tomb
焚烧	fen2shao1	1 to burn 2 to set on fire
粉	fen3	1 powder 2 cosmetic face powder 3 food prepared from starch; noodles or pasta made from any kind of flour 4 to turn to powder 5 (dialect) to whitewash 6 white 7 pink 8 (suffix) fan (abbr. for 粉丝fěnsī [粉丝]) 9 to be a fan of
粉丝	fen3si1	1 bean vermicelli; mung bean starch noodles; cellophane noodles 2 fan; enthusiast for sb or sth (loanword from "fans")
粉碎	fen3sui4	to crush; to smash; to shatter
分量	fen1liang4	(vector) component
分外	fen4wai4	1 exceptionally 2 not one's responsibility or job
份额	fen4e2	1 share 2 portion
奋力	fen4li4	1 to do everything one can 2 to spare no effort 3 to strive
奋勇	fen4yong3	1 dauntless 2 to summon up courage and determination 3 using extreme force of will
粪	fen4	1 manure 2 dung
粪便	fen4bian4	1 excrement 2 feces 3 night soil
丰富多彩	feng1fu4duo1cai3	richly colorful
丰厚	feng1hou4	generous; ample
丰满	feng1man3	1 ample 2 well developed 3 fully rounded
丰盛	feng1sheng4	1 rich 2 sumptuous
丰硕	feng1shuo4	plentiful; substantial; rich (in resources etc)
风波	feng1bo1	1 disturbance 2 crisis 3 disputes 4 restlessness M: 场cháng [场]
风采	feng1cai3	1 svelte 2 elegant manner 3 graceful bearing
风餐露宿	feng1can1lu4su4	1 lit. to eat in the open air and sleep outdoors (idiom) 2 fig. to rough it
风范	feng1fan4	1 air 2 manner 3 model 4 paragon 5 demeanor
风风雨雨	feng1feng1yu3yu3	1 trials and tribulations 2 ups and downs
风和日丽	feng1he2ri4li4	moderate wind, beautiful sun (idiom); fine sunny weather, esp. in springtime
风浪	feng1lang4	1 wind and waves; rough waters 2 (fig.) hardship
风力	feng1li4	1 wind force 2 wind power
风流	feng1liu2	1 distinguished and accomplished 2 outstanding 3 talented in letters and unconventional in lifestyle 4 romantic 5 dissolute 6 loose
风貌	feng1mao4	1 style 2 manner 3 ethos
风气	feng1qi4	1 general mood 2 atmosphere 3 common practice
风情	feng1qing2	1 mien 2 bearing 3 grace 4 amorous feelings 5 flirtatious expressions 6 local conditions and customs 7 wind force, direction etc
风趣	feng1qu4	1 charm 2 humor 3 wit 4 humorous 5 witty
风沙	feng1sha1	1 sand blown by wind 2 sandstorm
风尚	feng1shang4	1 current custom 2 current way of doing things
风水	feng1shui3	1 feng shui 2 geomancy
风味	feng1wei4	1 distinctive flavor 2 distinctive style
风雨	feng1yu3	1 wind and rain 2 the elements 3 (fig.) trials and hardships
风云	feng1yun2	1 weather 2 unstable situation
风筝	feng1zheng5	kite (Etymology: Kites with bamboo whistles attached produced musical sounds when flown.)
封顶	feng1ding3	1 to put a roof (on a building) 2 to cap the roof (finishing a building project) 3 fig. to put a ceiling (on spending, prize, ambition etc) 4 to top off 5 fig. to reach the highest point (of growth, profit, interest rates) 6 to stop growing (of plant bud or branch)
封建	feng1jian4	1 system of enfeoffment 2 feudalism 3 feudal 4 feudalistic
封面	feng1mian4	cover (of a publication)
封锁	feng1suo3	1 to blockade 2 to seal off 3 to lock down
疯子	feng1zi5	1 madman 2 lunatic
峰回路转	feng1hui2lu4zhuan3	1 the mountain road twists around each new peak (idiom) 2 (of a mountain road) twisting and turning 3 fig. an opportunity has come unexpectedly 4 things have taken a new turn
蜂蜜	feng1mi4	honey
逢	feng2	1 to meet by chance 2 to come across 3 (of a calendar event) to come along 4 (of an event) to fall on (a particular day) 5 to fawn upon
缝	feng4	1 seam 2 crack 3 narrow slit M: 道dào [道]
缝合	feng2he2	1 to sew together 2 suture (in surgery) 3 to sew up (a wound)
讽刺	feng3ci4	1 to satirize 2 to mock 3 irony 4 satire 5 sarcasm
凤凰	feng4huang2	phoenix
否决	fou3jue2	1 to veto 2 to overrule
孵化	fu1hua4	1 breeding 2 to incubate 3 innovation (esp. in commerce and marketing)
敷	fu1	1 to spread 2 to lay out 3 to apply (powder, ointment etc) 4 sufficient (to cover) 5 enough
扶持	fu2chi2	1 to help 2 to assist
服饰	fu2shi4	1 apparel 2 clothing and personal adornment
服务器	fu2wu4qi4	server (computer) M: 台tái [台]
服用	fu2yong4	to take (medicine)
俘获	fu2huo4	1 to capture (enemy property or personnel) 2 capture (physics: absorption of subatomic particle by an atom or nucleus)
俘虏	fu2lu3	captive
浮力	fu2li4	buoyancy
浮现	fu2xian4	1 (of a thought or image) to come to mind 2 (of a smile etc) to appear (on sb's face) 3 (of a problem etc) to emerge
浮躁	fu2zao4	1 fickle and impatient 2 restless 3 giddy 4 scatterbrained
辐射	fu2she4	radiation
福气	fu2qi5	1 good fortune 2 a blessing
抚摸	fu3mo1	1 to gently caress and stroke 2 to pet 3 to fondle
抚恤	fu3xu4	(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury
抚养	fu3yang3	1 to foster 2 to bring up 3 to raise
抚养费	fu3yang3fei4	child support payment (after a divorce)
斧子	fu3zi5	1 axe 2 hatchet M: 把bǎ [把]
俯首	fu3shou3	to bend one's head
辅导	fu3dao3	1 to give guidance 2 to mentor 3 to counsel 4 to coach 5 to tutor
腐败	fu3bai4	1 corruption 2 to corrupt 3 to rot 4 rotten
腐化	fu3hua4	1 to rot 2 to decay 3 to become corrupt
腐烂	fu3lan4	1 to rot 2 to putrefy 3 (fig.) corrupt
腐蚀	fu3shi2	1 corrosion 2 to corrode (degrade chemically) 3 to rot 4 corruption
腐朽	fu3xiu3	1 rotten 2 decayed 3 decadent 4 degenerate
付费	fu4fei4	1 to pay 2 to cover the costs
付款	fu4kuan3	1 to pay a sum of money 2 payment
负面	fu4mian4	1 negative 2 the negative side
负有	fu4you3	to be responsible for
附	fu4	1 to add; to attach 2 to be close to; to be attached
附带	fu4dai4	1 supplementary 2 incidentally 3 in parentheses 4 by chance 5 in passing 6 additionally 7 secondary 8 subsidiary 9 to attach
附和	fu4he4	1 to agree 2 to go along with 3 to echo (what sb says)
附加	fu4jia1	1 additional 2 annex
附属	fu4shu3	1 subsidiary 2 auxiliary 3 attached 4 affiliated 5 subordinate 6 subordinating
赴	fu4	1 to go 2 to visit (e.g. another country) 3 to attend (a banquet etc)
复查	fu4cha2	to check again; to re-examine
复发	fu4fa1	1 to recur (of a disease) 2 to reappear 3 to relapse (into a former bad state)
复合	fu4he2	1 (of people who were estranged) to be reconciled 2 (of a couple) to get back together
复活	fu4huo2	1 to revive 2 (lit. and fig.) to come back to life 3 (religion) resurrection
复兴	fu4xing1	1 to revive 2 to rejuvenate
复原	fu4yuan2	1 to restore (sth) to (its) former condition 2 to recover from illness 3 recovery
副作用	fu4zuo4yong4	side effect
赋予	fu4yu3	1 to assign 2 to entrust (a task) 3 to give 4 to bestow
富含	fu4han2	1 to contain in great quantities 2 rich in
富豪	fu4hao2	rich and powerful person
富强	fu4qiang2	rich and powerful
富翁	fu4weng1	1 rich person 2 millionaire 3 billionaire
富裕	fu4yu4	prosperous; well-to-do; well-off
富足	fu4zu2	1 rich 2 plentiful
腹部	fu4bu4	1 abdomen 2 belly 3 flank
腹泻	fu4xie4	1 diarrhea 2 to have the runs
覆盖	fu4gai4	to cover
该	gai1	1 should 2 ought to 3 probably 4 must be 5 to deserve 6 to owe 7 to be sb's turn to do sth 8 that 9 the above-mentioned
改版	gai3ban3	1 to revise the current edition 2 revised edition
改编	gai3bian1	1 to adapt 2 to rearrange 3 to revise
改动	gai3dong4	1 to alter 2 to modify 3 to revise
改革开放	gai3ge2kai1fang4	1 to reform and open to the outside world 2 refers to Deng Xiaoping's policies from around 1980
改良	gai3liang2	1 to improve (sth) 2 to reform (a system)
改名	gai3ming2	to rename
改日	gai3ri4	1 another day 2 some other day
改为	gai3wei2	to change into
改邪归正	gai3xie2gui1zheng4	1 to mend one's ways (idiom) 2 to turn over a new leaf
钙	gai4	calcium (chemistry)
盖子	gai4zi5	1 cover 2 lid 3 shell
概况	gai4kuang4	1 general situation 2 summary
概率	gai4lü4	probability (math.)
概论	gai4lun4	1 outline 2 introduction 3 survey 4 general discussion
干戈	gan1ge1	1 weapons of war 2 arms
干旱	gan1han4	1 drought 2 arid 3 dry
干燥	gan1zao4	1 (of weather, climate, soil etc) dry; arid 2 (of skin, mouth etc) dry 3 (fig.) dull; dry; boring 4 (of timber etc) to dry out; to season; to cure
甘心	gan1xin1	1 to be willing to 2 to resign oneself to
肝脏	gan1zang4	liver
尴尬	gan1ga4	awkward; embarrassed
赶赴	gan3fu4	1 to hurry 2 to rush
赶往	gan3wang3	to hurry to (somewhere)
敢情	gan3qing5	1 actually 2 as it turns out 3 indeed 4 of course
感	gan3	1 to feel 2 to move 3 to touch 4 to affect 5 feeling 6 emotion 7 (suffix) sense of ~
感触	gan3chu4	1 one's thoughts and feelings 2 emotional stirring 3 moved 4 touched
感恩	gan3en1	to be grateful
感激	gan3ji1	1 to be grateful 2 to appreciate 3 thankful
感慨	gan3kai3	1 to sigh with sorrow, regret etc 2 rueful 3 deeply moved
感染	gan3ran3	1 to infect; infection 2 (fig.) to influence
感染力	gan3ran3li4	1 infectiousness (of a disease) 2 appeal; power; impact (of an image, marketing message, performance etc)
感叹	gan3tan4	1 to sigh (with feeling) 2 to lament
感性	gan3xing4	1 perception 2 perceptual 3 sensibility 4 sensitive 5 emotional 6 sentimental
干部	gan4bu4	1 cadre 2 official 3 officer 4 manager
干事	gan4shi5	1 administrator 2 executive secretary
刚毅	gang1yi4	1 resolute 2 steadfast 3 stalwart
纲领	gang1ling3	1 program (i.e. plan of action) 2 guiding principle
纲要	gang1yao4	1 outline 2 essential points
钢	gang1	steel
缸	gang1	1 jar 2 vat 3 classifier for loads of laundry M: 口kǒu [口]
港	gang3	1 harbor 2 port M: 个gè [个]
杠铃	gang4ling2	barbell
高昂	gao1ang2	1 to hold (one's head) high 2 expensive 3 high (spirits etc)
高傲	gao1ao4	1 arrogant 2 haughty 3 proud
高超	gao1chao1	1 excellent 2 superlative
高低	gao1di1	1 height; level; (music) pitch 2 relative superiority 3 propriety; discretion (usu. in the negative, e.g. 不知高低bùzhīgāodī [不知高低]) 4 no matter what; just; simply (will not ..., must ... etc) 5 at long last
高调	gao1diao4	1 high-sounding speech 2 bombast 3 high-profile
高额	gao1e2	1 high quota 2 large amount
高尔夫球	gao1er3fu1qiu2	1 golf 2 golf ball
高峰期	gao1feng1qi1	1 peak period 2 rush hour
高贵	gao1gui4	1 grandeur 2 noble
高空	gao1kong1	high altitude
高龄	gao1ling2	elderly
高明	gao1ming2	brilliant; superior; wise
高山	gao1shan1	high mountain; alpine mountain
高效	gao1xiao4	1 efficient 2 highly effective
高新技术	gao1xin1ji4shu4	1 high tech 2 high technology
高血压	gao1xue4ya1	1 high blood pressure 2 hypertension
高压	gao1ya1	1 (physics) high pressure 2 (meteorology) high atmospheric pressure 3 high voltage 4 systolic blood pressure 5 high-handed; oppressive
高雅	gao1ya3	1 dainty 2 elegance 3 elegant
高涨	gao1zhang3	1 to surge up 2 to rise 3 (of tensions etc) to run high
搞鬼	gao3gui3	1 to make mischief 2 to play tricks
搞笑	gao3xiao4	1 to get people to laugh 2 funny 3 hilarious
告	gao4	1 (bound form) to say; to tell 2 to announce; to report 3 to denounce 4 to file a lawsuit; to sue
告辞	gao4ci2	1 to say goodbye 2 to take one's leave
告诫	gao4jie4	1 to warn 2 to admonish
告示	gao4shi5	announcement
告知	gao4zhi1	to inform
告状	gao4zhuang4	1 to tell on sb; to complain (to a teacher, a superior etc) 2 to bring a lawsuit
戈壁	Ge1bi4	Gobi (desert)
胳膊	ge1bo5	arm M: 只zhī [只] / 条tiáo [条] / 双shuāng [双]
鸽子	ge1zi5	1 pigeon 2 dove 3 various birds of the family Columbidae
搁	ge1	1 to place 2 to put aside 3 to shelve
搁浅	ge1qian3	1 to be stranded (of ship) 2 to run aground 3 fig. to run into difficulties and stop
搁置	ge1zhi4	1 to shelve 2 to set aside
割	ge1	1 to cut 2 to cut apart
歌剧	ge1ju4	Western opera M: 场chǎng [场] / 出chū [出]
歌颂	ge1song4	1 to sing the praises of 2 to extol 3 to eulogize
歌舞	ge1wu3	singing and dancing
歌咏	ge1yong3	to sing
革命	ge2ming4	1 to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning) 2 revolution 3 revolutionary 4 to revolt (against sb or sth) 5 to revolutionize (sth) 6 (separable verb sometimes used in the pattern 革noun的命) M: 次cì [次]
格	ge2	1 square 2 frame 3 rule 4 (legal) case 5 style 6 character 7 standard 8 pattern 9 (grammar) case 10 (classical) to obstruct 11 to hinder 12 (classical) to arrive 13 to come 14 (classical) to investigate 15 to study exhaustively
格格不入	ge2ge2bu4ru4	1 (idiom) inharmonious 2 incompatible
格局	ge2ju2	1 structure 2 pattern 3 layout
格式	ge2shi4	1 form 2 specification 3 format
